event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PAK147166,"27 November 2024",2024,1,"Political violence",Battles,"Armed clash","Sunni Muslim Militia (Pakistan)",,"Identity militia","Shiite Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Upper Kurram","Ghuz Gari",33.7808,70.0068,2,"Dawn (Pakistan); Khorasan Diary; South Asia Terrorism Portal","Other-New media","On 27 November 2024, intervening night, armed groups belonging to Shiite and Sunni tribes exchanged fire in Ghuz Gari area in upper Kurram district (Kurram, KPK). Around 11 persons were killed on this day, resulting in around 111 fatalities as of 27 November. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 11 fatalities split across four events, with 2 fatalities coded to this event.",2,,1733261091
PAK147174,"27 November 2024",2024,1,"Political violence",Battles,"Armed clash","Sunni Muslim Militia (Pakistan)",,"Identity militia","Shiite Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Upper Kurram","Kunj Alizai",33.8183,70.0235,2,"Dawn (Pakistan); Khorasan Diary; South Asia Terrorism Portal","Other-New media","On 27 November 2024, intervening night, armed groups belonging to Shiite and Sunni tribes exchanged fire in Kunj Alizai area in upper Kurram district (Kurram, KPK). Around 11 persons were killed on this day, resulting in around 111 fatalities as of 27 November. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 11 fatalities split across four events, with 3 fatalities coded to this event.",3,,1733261091
PAK147175,"27 November 2024",2024,1,"Political violence",Battles,"Armed clash","Sunni Muslim Militia (Pakistan)",,"Identity militia","Shiite Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Upper Kurram",Parachinar,33.8991,70.1008,2,"Dawn (Pakistan); Khorasan Diary; South Asia Terrorism Portal","Other-New media","On 27 November 2024, intervening night, armed groups belonging to Shiite and Sunni tribes exchanged fire in Maqbal area in upper Kurram district (coded as Parachinar (Kurram, KPK)). Around 11 persons were killed on this day, resulting in around 111 fatalities as of 27 November. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 11 fatalities split across four events, with 3 fatalities coded to this event.",3,,1733261091
PAK147180,"27 November 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Pakistan)",,"Political militia","Police Forces of Pakistan (2022-) Frontier Corps",,"State forces","State forces-Political militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Upper Kurram",Parachinar,33.8991,70.1008,2,"Dawn (Pakistan)",National,"On 27 November 2024, intervening night, unidentified armed assailants fired a mortar shell towards an FC camp in Bassu area in upper Kurram district (coded as Parachinar (Kurram, KPK)). Two FC personnel were wounded in the attack. Security forces were deployed amidst sectarian clashes between Shia and Sunni groups that erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 2 injured and no fatalities.",0,,1733261091
PAK148049,"27 November 2024",2024,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","South Waziristan",Birmal,Birmal,32.4101,69.3499,2,"Dawn (Pakistan); Pakistan Institute for Conflict and Security Studies","Local partner-Other","On 27 November 2024, TTP militants targeted a security checkpoint in the Ghorlama area of Birmal district (South Wazirstand, KPK) with a rocket. Security forces repelled the attack forcing the militants to flee. Casualties unknown.",0,,1736882191
PAK147184,"27 November 2024",2024,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Punjab,"Dera Ghazi Khan",Taunsa,Lakhani,31.2479,70.4588,2,"Dawn (Pakistan); Khorasan Diary; South Asia Terrorism Portal","Other-New media","On 27 November 2024, 25 to 30 TTP militants opened fire at a police check post in Lakhani area (Dera Ghazi Khan, Punjab), along the Punjab-KPK borders. Police forces opened retaliatory fire with machine guns and mortars fire, forcing the militants to flee from the scene. No fatalities.",0,,1746490631
PAK147156,"26 November 2024",2024,1,"Political violence",Battles,"Armed clash","Sunni Muslim Militia (Pakistan)",,"Identity militia","Shiite Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Upper Kurram","Matta Sangar",33.7929,69.992,2,"Dawn (Pakistan)",National,"On 26 November 2024, armed groups belonging to Shiite and Sunni tribal groups clashed in Matta Sangar area (Kurram, KPK). Three persons were killed and six others were injured across three events, resulting in 100 fatalities as of 26 November. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 3 fatalities split across 3 events, with 1 fatality coded.",1,,1733253619
PAK147117,"26 November 2024",2024,1,"Political violence",Battles,"Armed clash","BLF: Baloch Liberation Front",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kech,Buleda,Buleda,26.3091,63.1537,2,"Balochistan Post; Sangar Publication; South Asia Terrorism Portal",Other-Subnational,"On 26 November 2024, BLF militants opened fire on a military patrol team in Zirdan area of Buleda tehsil (Kech, Balochistan). BLF claim two military personnel were wounded in the attack. No fatalities.",0,,1733261090
PAK147154,"26 November 2024",2024,1,"Political violence","Explosions/Remote violence",Grenade,"Baloch Separatists (Pakistan)",,"Rebel group","Civilians (Pakistan)",,Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,Balochistan,Kachhi,Mach,Bolan,29.2114,67.7327,2,"Sangar Publication",Subnational,"On 26 November 2024, unidentified persons (coded as Baloch Separatists) hurled a hand grenade towards a house in Hadkhari area of Bolan Valley (Kachhi, Balochistan). Three persons were wounded in the explosion. Baloch Separatists groups have regularly targeted civilians suspected to be working as informants for security forces in the area. 3 injured and no fatalities.",0,,1733261091
PAK147157,"26 November 2024",2024,1,"Political violence",Battles,"Armed clash","Sunni Muslim Militia (Pakistan)",,"Identity militia","Shiite Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Upper Kurram","Kunj Alizai",33.8183,70.0235,2,"Dawn (Pakistan)",National,"On 26 November 2024, armed groups belonging to Shiite and Sunni tribal groups clashed in Kunj Alizai area (Kurram, KPK). Three persons were killed and six others were injured across three events, resulting in 100 fatalities as of 26 November. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 3 fatalities split across 3 events, with 1 fatality coded.",1,,1733261091
PAK147158,"26 November 2024",2024,1,"Political violence",Battles,"Armed clash","Sunni Muslim Militia (Pakistan)",,"Identity militia","Shiite Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Upper Kurram","Ghuz Gari",33.7808,70.0068,2,"Dawn (Pakistan)",National,"On 26 November 2024, armed groups belonging to Shiite and Sunni tribal groups clashed in Ghuz Gari area (Kurram, KPK). Three persons were killed and six others were injured across three events, resulting in 100 fatalities as of 26 November. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 3 fatalities split across 3 events, with 1 fatality coded.",1,,1733261091
PAK147139,"26 November 2024",2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Aman Lashkar","Former TTP-MN: Tehreek-i-Taliban Pakistan-Mullah Nazir; Private Security Forces (Pakistan)","Identity militia","Rebel group-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","South Waziristan",Wana,"Kari Kot",32.2653,69.5475,2,"Dawn (Pakistan); Khorasan Diary; South Asia Terrorism Portal; Twitter","Other-New media","On 26 November 2024, unidentified assailants (coded as TTP) conducted an IED attack targeting a former commander of the TTP-MN group, and current member of the peace committee, in Kari Kot area (South Waziristan, KPK). Two private security guards alongside the former TTP-MN commander were also wounded, while the vehicle was damaged. 3 injured and no fatalities.",0,,1733854739
PAK147138,"26 November 2024",2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-) Bomb Disposal Squad",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","South Waziristan",Sararogha,Sararogha,32.4742,70.0026,2,"Khorasan Diary; Pakistan Institute for Conflict and Security Studies; South Asia Terrorism Portal","Local partner-Other","On 26 November 2024, TTP militants detonated an IED killing a bomb disposal squad (BDS) personnel and wounding two others in Sararogha area (South Waziristan, KPK). The BDS personnel arrived to the area in suspected attempts to defuse the bomb when it detonated. 1 fatality and 2 injured.",1,,1736882191
PAK147127,"25 November 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"State forces","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","North Waziristan","Mir Ali","Hassu Khel",32.9543,70.267,2,"Dawn (Pakistan); South Asia Terrorism Portal",Other-National,"On 25 November 2024, intervening night, military forces opened fire on militants (coded as TTP) attempting to infiltrate through the Pakistan-Afghanistan border in Hassu Khel area (North Waziristan, KPK). After an exchange of fire, three militants were killed. 3 fatalities.",3,,1733261090
PAK147155,"25 November 2024",2024,1,"Political violence",Battles,"Armed clash","Sunni Muslim Militia (Pakistan)",,"Identity militia","Shiite Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Upper Kurram",Parachinar,33.8991,70.1008,2,"Dawn (Pakistan); Tribal News Network",Subnational-National,"On 25 November 2024, armed groups belonging to Shiite and Sunni tribes exchanged sporadic fire in various areas of lower and upper Kurram district (coded as Parachinar (Kurram, KPK). 1 person was killed and four others were wounded, resulting in 97 fatalities as of 25 November. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 1 fatality and 4 injured.",1,,1733261091
PAK147134,"25 November 2024",2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","BLA: Baloch Liberation Army",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kalat,Kalat,Harboi,29.0501,66.731,2,"Balochistan Post; Sangar Publication; South Asia Terrorism Portal",Other-Subnational,"On 25 November 2024, BLA militants conducted two IED attacks targeting military personnel near a check post in Harboi area (Kalat, Balochistan). Militants detonated the first IED planted at the check post targeting around ten military personnel when they were advancing in the area for a suspected operation. After the initial blast, militants detonated a second IED targeting the reinforcement military vehicle attempting to reach the blast site. BLA militants claim ten militants were killed and six others were injured across the two explosions. Fatalities uncorroborated with 10 fatalities and 6 injured.",10,,1734479909
PAK147183,"25 November 2024",2024,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Tank,Tank,"Gul Imam",32.2594,70.5318,2,"Dawn (Pakistan); Pakistan Institute for Conflict and Security Studies; South Asia Terrorism Portal","Local partner-Other","On 25 November 2024, TTP militants opened fire at a check post in Gul Imam area (Tank, KPK). Six police personnel and one civilian transporter were wounded in the attack. The civilian was wounded as he passing the check point, when the attack began. 7 injured and no fatalities.",0,,1736882191
PAK147188,"25 November 2024",2024,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","South Waziristan",Birmal,Birmal,32.4101,69.3499,2,"Dawn (Pakistan); Pakistan Institute for Conflict and Security Studies","Local partner-Other","On 25 November 2024, TTP militants opened fire on a police check post in Raghzai area in Birmal tehsil (South Waziristan, KPK). After an exchange of fire, militants fled the scene. No casualties.",0,,1736882191
PAK147129,"24 November 2024",2024,1,"Political violence","Explosions/Remote violence",Grenade,"Baloch Separatists (Pakistan)",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Jaffarabad,"Jhat Pat","Dera Allah Yar",28.3747,68.3503,2,"Balochistan Post; Sangar Publication",Subnational,"On 24 November 2024, unidentified militants (coded as Baloch Separatists) hurled a hand grenade towards police personnel outside a hotel in Dera Allah Yar area (Jaffarabad, Balochistan). There were no damages in the explosion. No casualties.",0,,1733261090
PAK147131,"24 November 2024",2024,1,"Political violence","Violence against civilians",Attack,"Baloch Separatists (Pakistan)",,"Rebel group","Civilians (Pakistan)","Labor Group (Pakistan)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,Balochistan,Kharan,Kharan,Kharan,28.5833,65.4167,1,"Balochistan Post",Subnational,"On 24 November 2024, armed men (coded as Baloch Separatists) attacked a privately-owned dump yard near Kharan-Quetta Road in Kharan city (Kharan, Balochistan). Assailants detonated explosives and opened fire at the site, forcing workers to vacate the area. No fatalities.",0,,1733261090
PAK147133,"24 November 2024",2024,1,"Political violence","Violence against civilians",Attack,"TTP-HGB: Tehreek-i-Taliban Pakistan-Hafiz Gul Bahadur",,"Rebel group","Civilians (Pakistan)","Military Forces of Pakistan (2022-); TTP-HGB: Tehreek-i-Taliban Pakistan-Hafiz Gul Bahadur",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","North Waziristan","Data Khel","Datta Khel",32.9051,69.7488,2,"Dawn (Pakistan); South Asia Terrorism Portal; Twitter","Other-New media","On 24 November 2024, TTP-HGB militants executed two of their own members in the Zoi Saidgi locality of Datta Khel area (North Waziristan, KPK). The group accused the individuals of acting as informants for the military in the Aziz Khel area. Images of the two persons beheaded by the TTP-HGB were later released by the group on their channels. 2 fatalities.",2,,1733261090
PAK147147,"24 November 2024",2024,1,"Political violence",Battles,"Armed clash","Shiite Muslim Militia (Pakistan)",,"Identity militia","Sunni Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Lower Kurram",Bagan,33.5008,70.3809,2,"Express Tribune (Pakistan); GeoTV; Tribal News Network",Subnational-National,"On 24 November 2024, armed groups belonging to Shiite and Sunni tribes clashed in Bagan area (Kurram, KPK). Twelve persons were killed across five events, resulting in 96 fatalities as of 24 November. Clashes continued despite a ceasefire agreement brokered by the provincial government and tribal leaders on 24 November 2024. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 12 fatalities split across five events. 2 fatalities coded to this event.",2,,1733261091
PAK147148,"24 November 2024",2024,1,"Political violence",Battles,"Armed clash","Shiite Muslim Militia (Pakistan)",,"Identity militia","Sunni Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Lower Kurram",Balishkhel,33.7282,70.3252,2,"Express Tribune (Pakistan); GeoTV",National,"On 24 November 2024, armed groups belonging to Shiite and Sunni tribes clashed in Balishkhel area (Kurram, KPK). Twelve persons were killed across five events, resulting in 96 fatalities as of 24 November. Clashes continued despite a ceasefire agreement brokered by the provincial government and tribal leaders on 24 November 2024. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 12 fatalities split across five events. 2 fatalities coded to this event.",2,,1733261091
PAK147149,"24 November 2024",2024,1,"Political violence",Battles,"Armed clash","Shiite Muslim Militia (Pakistan)",,"Identity militia","Sunni Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Lower Kurram",Alizai,33.5361,70.346,2,"Express Tribune (Pakistan); GeoTV",National,"On 24 November 2024, armed groups belonging to Shiite and Sunni tribes clashed in Alizai area (Kurram, KPK). Twelve persons were killed across five events, resulting in 96 fatalities as of 24 November. Clashes continued despite a ceasefire agreement brokered by the provincial government and tribal leaders on 24 November 2024. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 12 fatalities split across five events. 2 fatalities coded to this event.",2,,1733261091
PAK147150,"24 November 2024",2024,1,"Political violence",Battles,"Armed clash","Shiite Muslim Militia (Pakistan)",,"Identity militia","Sunni Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Lower Kurram","Khar Kalle",33.7197,70.3294,2,"Express Tribune (Pakistan); GeoTV",National,"On 24 November 2024, armed groups belonging to Shiite and Sunni tribes clashed in Khar Kalle area (Kurram, KPK). Twelve persons were killed across five events, resulting in 96 fatalities as of 24 November. Clashes continued despite a ceasefire agreement brokered by the provincial government and tribal leaders on 24 November 2024. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 12 fatalities split across five events. 3 fatalities coded to this event.",3,,1733261091
PAK147152,"24 November 2024",2024,1,"Political violence",Battles,"Armed clash","Sunni Muslim Militia (Pakistan)",,"Identity militia","Shiite Muslim Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Upper Kurram",Parachinar,33.8991,70.1008,2,"Express Tribune (Pakistan); GeoTV",National,"On 24 November 2024, armed groups belonging to Shiite and Sunni tribes clashed in Parachinar area (Kurram, KPK). Twelve persons were killed across five events, resulting in 96 fatalities as of November 24. Clashes continued despite a ceasefire agreement brokered by the provincial government and tribal leaders on 24 November 2024. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 12 fatalities split across five events. 3 fatalities coded to this event.",3,,1733261091
PAK147181,"24 November 2024",2024,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","North Waziristan","Mir Ali",Tappi,32.9474,70.1478,1,"Dawn (Pakistan); South Asia Terrorism Portal",Other-National,"On 24 November 2024, TTP militants opened fire at a military check post in Tappi village (North Waziristan, KPK). After an exchange of fire, five militants, including a key TTP commander, were killed and two military personnel were wounded. 5 fatalities and 2 injured.",5,,1733261091
PAK148048,"24 November 2024",2024,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","South Waziristan",Wana,Wana,32.3011,69.5799,2,"Dawn (Pakistan)",National,"On 24 November 2024,unidentified miliants (coded as TTP) attempted to infiltrate through the Pakistan-Afghanistan border in South Waziristan district (coded as Wana (South Wazirstan, KPK), leading to an exchange of fire with security forces. 1 militant was killed and 3 were wounded.",1,,1742930505
PAK147126,"23 November 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"State forces","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Khyber,Bara,Bara,33.9158,71.4218,2,"South Asia Terrorism Portal",Other,"On 23 November 2024, military forces conducted an intelligence-based operation (IBO) and killed two TTP militants in Bara area (Khyber, KPK). 2 fatalities.",2,,1733261090
PAK147122,"23 November 2024",2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Civilians (Pakistan)","Tribal Group (Pakistan)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Bajaur,Mamund,Khalozai,34.7953,71.41,2,"Dawn (Pakistan); Khorasan Diary; South Asia Terrorism Portal","Other-New media","On 23 November 2024, unidentified armed persons (coded as TTP) detonated an IED and killed a tribal elder in Loye Mamund area (coded as Khalozai (Bajaur, KPK)). 1 fatality.",1,,1736882191
PAK147121,"23 November 2024",2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State Khorasan Province (ISKP)",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Bajaur,Mamund,Khalozai,34.7953,71.41,2,"Dawn (Pakistan); Khorasan Diary; South Asia Terrorism Portal","Other-New media","On 23 November 2024, ISKP militants detonated an IED targeting a police personnel in Mamund area (coded as Khalozai (Bajaur, KPK)). The police personnel was killed and his son was wounded in the explosion. 1 fatality.",1,,1736882191
PAK147182,"23 November 2024",2024,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-)","Bettani Communal Militia (Pakistan)","State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat",Bettani,32.6145,70.546,2,"Dawn (Pakistan); Pakistan Institute for Conflict and Security Studies","Local partner-Other","On 23 November 2024, TTP militants opened fire on police patrol team in the mountainous Bettani area (Lakki Marwat, KPK). Police personnel alongside local armed residents opened retaliatory fire against militants, forcing them to flee from the scene. No fatalities.",0,,1744744114
PAK147140,"23 November 2024",2024,1,"Political violence",Battles,"Armed clash","Police Forces of Pakistan (2022-) Counter Terrorism Department",,"State forces","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,Punjab,Narowal,Shakargarh,Chakri,32.3004,74.9971,2,"Khorasan Diary; South Asia Terrorism Portal","Other-New media","On 23 November 2024, CTD personnel conducted an intelligence-based operation (IBO) and killed three militants (coded as TTP) in Chakri area (Narowal, Punjab). Weapons, ammunitions, and explosives were also recovered during the operation. 3 fatalities.",3,,1747163737
PAK146890,"22 November 2024",2024,1,"Political violence","Violence against civilians",Attack,"TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Civilians (Pakistan)","PPP: Pakistan Peoples Party",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa","Lakki Marwat","Sarai Naurang",Gambila,32.693,70.7786,1,"Khorasan Diary; South Asia Terrorism Portal","Other-New media","On 22 November 2024, unidentified assailants (coded as TTP) shot dead a senior PPP member near a hotel in Gambila area (Lakki Marwat, KPK). 1 fatality.",1,,1732654774
PAK146892,"22 November 2024",2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Baloch Separatists (Pakistan)",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Quetta,"Quetta City",Quetta,30.1999,67.0097,1,"Balochistan Post; Sangar Publication",Subnational,"On 22 November 2024, unidentified militants (coded as Baloch Separatists) detonated an IED targeting a police mobile van on the Western Bypass in Quetta city (Quetta, Balochistan). One police personnel was injured in the explosion, while the police van also sustained damages. 1 injured and no fatalities.",0,,1732654774
PAK146893,"22 November 2024",2024,1,"Political violence","Explosions/Remote violence",Grenade,"BLA: Baloch Liberation Army",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kech,Kech,Turbat,26.0001,63.0527,1,"Balochistan Post; Sangar Publication",Subnational,"On 22 November 2024, BLA militants hurled a hand grenade towards a military check post on Airport Road in Turbat city (Kech, Balochistan). No casualties.",0,,1732654774
PAK146996,"22 November 2024",2024,1,"Political violence",Battles,"Armed clash","Manjho Tribal Militia (Pakistan)",,"Identity militia","Manjho Tribal Militia (Pakistan)",,"Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,Sindh,"Qambar Shahdadkot",Warah,Nasirabad,27.3799,67.9151,2,"Dawn (Pakistan)",National,"On 22 November 2024, a clash took place between 2 groups of Manjho tribe, both groups fired at each other killing 2 and injuring 4 at Zafar Ali Manjho goth village in Nasirabad district (Qambar Shahdadkot, Sindh), over a land dispute.",2,,1733261090
PAK147145,"22 November 2024",2024,1,"Political violence",Battles,"Armed clash","Shiite Muslim Militia (Pakistan)","Alizai Tribal Militia (Pakistan); Turi Tribal Militia (Pakistan); Zainabiyoun Brigade","Identity militia","Sunni Muslim Militia (Pakistan)","Bagan Tribal Militia (Pakistan)","Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Lower Kurram",Bagan,33.5008,70.3809,2,"AP; Dawn (Pakistan); Express Tribune (Pakistan); Firstpost; Khorasan Diary; Nation (Pakistan); Twitter","New media-National","On 22 November 2024, intervening night, armed Shiite Alizai and Turi tribal militiamen alongside Zainabiyoun Brigade militants attacked Sunni-owned shops in Bagan Market in Bagan area (Kurram, KPK) and Bacha Kot areas (coded separately). They set markets ablaze, entered nearby homes, and doused them with petrol before igniting fires. In response, local Sunni Bagan militias and residents opened retaliatory fire. The clashes killed 21 persons in Bagan area, and left at least 37 people killed and 25 others wounded across both locations, resulting in 84 fatalities by 23 November. During the clashes, Zainabiyoun Brigade militants abducted six women, while 300 shops along with 100 houses were destroyed. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). Fatalities corroborated with 21 fatalities were coded to this event.",21,,1733261091
PAK147146,"22 November 2024",2024,1,"Political violence",Battles,"Armed clash","Shiite Muslim Militia (Pakistan)","Alizai Tribal Militia (Pakistan)","Identity militia","Sunni Muslim Militia (Pakistan)","Bagan Tribal Militia (Pakistan)","Identity militia","Identity militia-Identity militia",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Kurram,"Lower Kurram",Alizai,33.5361,70.346,2,"AP; Express Tribune (Pakistan); Firstpost; Khorasan Diary; Nation (Pakistan)","New media-National","On 22 November 2024, intervening night, rival Sunni Bagan and Shiite Alizai armed tribal groups clashed and exchanged fire in Kalu Kanj and Bacha Kot areas (coded as Alizai (Kurram, KPK)) and Bagan area (coded separately). Armed groups torched shops, houses and government property during the clashes, leaving at least 37 people killed and 25 others wounded across both locations. Sectarian clashes between Shia and Sunni groups erupted following the killing of 47 Shia civilians on 21 November 2024 (coded separately). 37 fatalities split across two events. Fatalities uncorroborated with 16 fatalities coded to this event.",16,,1733261091
PAK146889,"22 November 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"State forces","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Bannu,Bannu,Bannu,32.9861,70.6074,2,"Khorasan Diary; Pakistan Institute for Conflict and Security Studies; South Asia Terrorism Portal","Local partner-Other","On 22 November 2024, military forces conducted an intelligence-based operation (IBO) and killed three TTP militants in Bannu district (Bannu, KPK). Weapons, ammunitions, and explosives were also recovered during the operation. 3 fatalities.",3,,1736882191
