event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PAK151885,"08 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"BLA: Baloch Liberation Army",,"Rebel group","Civilians (Pakistan)","Labor Group (Pakistan)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,Balochistan,Kachhi,Mach,Dhadar,29.4891,67.6523,2,"Balochistan Post; Sangar Publication; South Asia Terrorism Portal",Other-Subnational,"On 8 May 2025, BLA militants opened fire and destroyed a Ufone Mobile Tower in Haji Shar area of Kachhi district (coded as Dhadar (Kachhi, Balochistan)). There were no casualties.",0,,1747163737
PAK151916,"08 May 2025",2025,1,"Political violence",Battles,"Armed clash","BLA: Baloch Liberation Army",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kech,Buleda,Zamuran,26.4211,62.8977,2,"Balochistan Post; Sangar Publication",Subnational,"On 8 May 2025, BLA militants attacked a security force checkpoint (coded as military) in the Katgan area of Zamuran tehsil (Kech, Balochistan), using heavy weapons. Intense gunfire and multiple explosions were heard during the incident. The attackers fled the scene. While authorities have not confirmed casualties, BLA and Baloch sources claim the attack resulted in an unspecified number of casualties. Casualties unknown.",0,,1747163737
PAK151919,"08 May 2025",2025,1,"Political violence",Battles,"Armed clash","Baloch Separatists (Pakistan)",,"Rebel group","Police Forces of Pakistan (2022-) Frontier Corps",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Quetta,"Quetta City",Quetta,30.1999,67.0097,1,"Balochistan Post",Subnational,"On 8 May 2025, unidentified militants (coded as Baloch Separatists) attacked a Frontier Corps camp in Quetta city (Quetta, Balochistan). According to local sources, multiple explosions and fire exchanges were heard from the area. Casualties unknown.",0,,1747163737
PAK151920,"08 May 2025",2025,1,"Political violence","Explosions/Remote violence",Grenade,"Baloch Separatists (Pakistan)",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Quetta,"Quetta City",Quetta,30.1999,67.0097,1,"Balochistan Post",Subnational,"On 8 May 2025, unidentified militants (coded as Baloch Separatists) hurled two grenades towards Captain Safar Khan check post on Qambrani Road in Quetta city (Quetta, Balochistan). There were no casualties.",0,,1747163737
PAK151921,"08 May 2025",2025,1,"Political violence",Battles,"Armed clash","Baloch Separatists (Pakistan)",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Quetta,"Quetta City",Quetta,30.1999,67.0097,1,"Balochistan Post",Subnational,"On 8 May 2025, unidentified militants (coded as Baloch Separatists) attacked a military post on Karani Road in Hazara Town area of Quetta city (Quetta, Balochistan). Casualties unknown.",0,,1747163737
PAK151922,"08 May 2025",2025,1,"Political violence","Explosions/Remote violence",Grenade,"Baloch Separatists (Pakistan)",,"Rebel group","Police Forces of Pakistan (2022-) Anti Narcotics Force",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Quetta,"Quetta City",Quetta,30.1999,67.0097,1,"Balochistan Post",Subnational,"On 8 May 2025, unidentified militants (coded as Baloch Separatists) hurled a hand grenade towards a Anti-Narcotics Force camp near Burma Hotel in Arif Gali area of Quetta city (Quetta, Balochistan). There were no casualties.",0,,1747163737
PAK151956,"08 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces","Military Forces of Pakistan (2022-)","Civilians (Pakistan); Farmers (Pakistan)","State forces","State forces-External/Other forces",,586,"South Asia",Pakistan,Sindh,Ghotki,Daharki,"Dad Laghari",27.9466,69.6707,1,"Daily Times (Pakistan); Dawn (Pakistan)",National,"On 8 May 2025, military forces of Pakistan shot down an Indian drone at Dad Laghari village (Ghotki, Sindh). A farmer was killed and another person injured. Pakistani army stated that they intercepted and destroyed 29 drones fired by India, which they claimed were Israeli Harop drones. The Indian government stated that they targeted military bases at several locations within Pakistan with drones.",1,,1747163737
PAK151957,"08 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces","Military Forces of Pakistan (2022-)","Civilians (Pakistan)","State forces","State forces-External/Other forces",,586,"South Asia",Pakistan,Sindh,Sukkur,Sukkur,Miano,27.7067,68.8481,1,"Daily Times (Pakistan); Dawn (Pakistan)",National,"On 8 May 2025, military forces of Pakistan shot down an Indian drone in Miano town (Sukkur, Sindh), 1 civilian was killed. Pakistani army stated that they intercepted and destroyed 29 drones fired by India, which they claimed were Israeli Harop drones. The Indian government stated that they targeted military bases at several locations within Pakistan with drones.",1,,1747163737
PAK151959,"08 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces","Military Forces of Pakistan (2022-)","Civilians (Pakistan); Farmers (Pakistan)","State forces","State forces-External/Other forces",,586,"South Asia",Pakistan,Punjab,Attock,"Fateh Jang",Fatehjang,33.5649,72.6428,2,"Dawn (Pakistan)",National,"On 8 May 2025, military forces of Pakistan shot down an Indian drone near Jabbi Kasran in Fateh Jang tehsil (coded as Fatehjang, Attock, Punjab). The crash killed a farmer. Pakistani army stated that they intercepted and destroyed 29 drones fired by India, which they claimed were Israeli Harop drones. The Indian government stated that they targeted military bases at several locations within Pakistan with drones.",1,,1747163737
PAK151960,"08 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces","Military Forces of Pakistan (2022-)",,"State forces","State forces-External/Other forces",,586,"South Asia",Pakistan,Punjab,Gujrat,Kharian,"Pir Jand",32.6488,73.8051,1,"Dawn (Pakistan)",National,"On 8 May 2025, military forces of Pakistan shot down an Indian drone at Pir Jand village (Gujrat, Punjab), damaging a house. There were no casualties. Pakistani army stated that they intercepted and destroyed 29 drones fired by India, which they claimed were Israeli Harop drones. The Indian government stated that they targeted military bases at several locations within Pakistan with drones.",0,,1747163737
PAK152071,"08 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces","Military Forces of Pakistan (2022-)","Civilians (Pakistan)","State forces","State forces-External/Other forces",,586,"South Asia",Pakistan,Punjab,Rawalpindi,Rawalpindi,Rawalpindi,33.6007,73.0679,1,"Daily Times (Pakistan); Dawn (Pakistan)",National,"On 8 May 2025, military forces of Pakistan shot down Indian drones in different areas of Rawalpindi city (Rawalpindi, Punjab), one of the drones fell near a Food Street, injuring a civilian, while another fell on Murree road near the cricket stadium, killing 1 and injuring 2. The other drones were brought down near the Race Course Transit Camp and Scheme-III area. Pakistani army stated that they intercepted and destroyed 29 drones fired by India, which they claimed were Israeli Harop drones. The Indian government stated that they targeted military bases at several locations within Pakistan with drones.",1,,1747163737
PAK152092,"08 May 2025",2025,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"State forces","Military Forces of India (2014-)","Police Forces of India (2014-) Border Security Force","External/Other forces","State forces-External/Other forces",,586,"South Asia",Pakistan,"Azad Jammu and Kashmir",Poonch,Hajira,Dawarandi,33.743,73.9277,1,"Express Tribune (Pakistan); Hindustan Times",National-Regional,"On 8 May 2025, overnight, military forces of Pakistan engaged in artillery firing along the line of control (LoC) which was responded by Indian forces (coded as military and BSF) at Ajot village (Poonch district, J&K) on the Indian side and Dawarandi village (AJK) on the Pakistani side. One 7 year old boy, son of a military officer, died in Pakistan.",1,,1747163737
PAK151899,"07 May 2025",2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Pakistan (2022-)",,"State forces","Civilians (Pakistan)",,Civilians,"State forces-Civilians","Civilian targeting",586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Khyber,Bara,Akakhel,33.8433,70.9836,2,"Dawn (Pakistan)",National,"On 7 May 2025, four persons, including a girl and three other family members, were wounded when a mortar shell fired by military forces accidently fell on a house in Lal Baz locality of Akakhel area (Khyber, KPK). 4 injured and no fatalities.",0,,1747158579
PAK151875,"07 May 2025",2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","BLA: Baloch Liberation Army",,"Rebel group","Police Forces of Pakistan (2022-) Bomb Disposal Squad",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kech,Buleda,Zamuran,26.4211,62.8977,2,"Balochistan Post; Sangar Publication; South Asia Terrorism Portal",Other-Subnational,"On 7 May 2025, one bomb disposal squad personnel was killed and two others were wounded by an IED planted by BLA militants during a clearance operation in Dashtok area of Zamuran tehsil (Kech, Balochistan). 1 fatality and 2 injured.",1,,1747163737
PAK151878,"07 May 2025",2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","BLA: Baloch Liberation Army",,"Rebel group","Military Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kech,Buleda,Zamuran,26.4211,62.8977,2,"Balochistan Post; Sangar Publication; South Asia Terrorism Portal",Other-Subnational,"On 7 May 2025, BLA militants detonated an IED targeting a military supply vehicle in Sah Dim area of Zamuran tehsil (Kech, Balochistan), while it was en route to a security check post. The vehicle was damaged in the attack. BLA claim at least two military personnel were killed and three others were wounded. Fatalities uncorroborated with 2 fatalities coded and 3 injured.",2,,1747163737
PAK151883,"07 May 2025",2025,1,"Political violence",Battles,"Armed clash","TTP: Tehreek-i-Taliban Pakistan",,"Rebel group","Police Forces of Pakistan (2022-) Counter Terrorism Department",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,"Khyber Pakhtunkhwa",Peshawar,Peshawar,"Hassan Khel",33.7844,71.6826,2,"Dawn (Pakistan); South Asia Terrorism Portal",Other-National,"On 7 May 2025, unidentified assailants (coded as TTP) shot dead a CTD personnel in Ameerkhel area of Hassan Khel tehsil (Peshawar, KPK). 1 fatality.",1,,1747163737
PAK151884,"07 May 2025",2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","BRG: Baloch Republican Guard",,"Rebel group","Civilians (Pakistan)","Government of Pakistan (2022-); Labor Group (Pakistan)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,Balochistan,"Dera Bugti","Dera Bugti","Dera Bugti",29.0353,69.1595,2,"Balochistan Post; South Asia Terrorism Portal",Other-Subnational,"On 7 May 2025, BRG militants detonated a explosives targeting a gas pipeline operated by the state-owned Oil and Gas Development Company Limited (OGDCL) in Tobo area of Dera Bugti district (Dera Bugti, Balochistan). There were no casualties.",0,,1747163737
PAK151886,"07 May 2025",2025,1,"Political violence","Violence against civilians",Attack,"BLA: Baloch Liberation Army",,"Rebel group","Civilians (Pakistan)","Labor Group (Pakistan)",Civilians,"Rebel group-Civilians","Civilian targeting",586,"South Asia",Pakistan,Balochistan,Mastung,Mastung,Mastung,29.7945,66.7206,2,"Balochistan Post; Sangar Publication; South Asia Terrorism Portal",Other-Subnational,"On 7 May 2025, BLA militants opened fire at two trucks carrying chromite in Choto area of Mastung district (Mastung, Balochistan). The vehicles were damaged in the attack, however, there were no casualties.",0,,1747163737
PAK151915,"07 May 2025",2025,1,"Political violence",Battles,"Armed clash","BLF: Baloch Liberation Front",,"Rebel group","Police Forces of Pakistan (2022-)",,"State forces","State forces-Rebel group",,586,"South Asia",Pakistan,Balochistan,Kharan,Kharan,Kharan,28.5833,65.4167,2,"Balochistan Post; Sangar Publication",Subnational,"On 7 May 2025, BLF militants attacked the DIG Police Office Complex near Kharan Gate in Kharan district (Kharan, Balochistan) during ongoing construction work, injuring one police officer. Militants also seized official weapons from police personnel before fleeing the scene. 1 injured and no fatalities.",0,,1747163737
PAK151958,"07 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces",,,,"External/Other forces only",,586,"South Asia",Pakistan,Punjab,Sialkot,Sialkot,"Kotli Loharan",32.5888,74.497,1,"Express Tribune (Pakistan)",National,"On 7 May 2025, an Indian missile, fired by Indian air forces, misfired and fell in an open field in Kotli Loharan (Sialkot, Punjab). There were no injuries or damage.",0,,1747163737
PAK152069,"07 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces","JeM: Jaish-e-Mohammad","Civilians (Pakistan)","Rebel group","Rebel group-External/Other forces",,586,"South Asia",Pakistan,Punjab,Bahawalpur,"Ahmadupr East","Ahmadpur East",29.1427,71.2577,1,"Daily Times (Pakistan); Indian Express",National-Regional,"On 7 May 2025, early hours, military forces of India conducted air-strikes or missile strikes at Subhanullah mosque targeting JeM militants in Ahmadpur East area (Bahawalpur, Punjab). Indian source claimed one person was killed and two other injured across 3 events. A local source stated that 13 civilians were killed and 31 civilians were left injured (likely Muslims based on the site) in the incident and that the exact location of the strike was Chowk Azam. An Indian source stated that JeM chief acknowledged that 10 of his family members were killed in the strike. Fatality coded as 13 for this event based on updated local reporting for this event. Indian officials claimed that more than 100 militants had been killed across nine strikes. Pakistan stated that 31 civilians had been killed in the strikes and subsequent cross border shelling. Fatalities coded as 31 based on the lowest estimate, of which 20 fatalities have been coded to specific events (1 fatality during cross-border shelling). 14 (13 confirmed and 1 split) fatalities coded to this event.",14,,1747163737
PAK152070,"07 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces","LeT: Lashkar-e-Taiba","Civilians (Pakistan)","Rebel group","Rebel group-External/Other forces",,586,"South Asia",Pakistan,Punjab,Sheikhupura,Muridke,Muridke,31.8025,74.2394,1,"Asian News International; Dawn (Pakistan); Indian Express",National-Regional,"On 7 May 2025, early hours, military forces of India conducted 4 air-strikes or missile strikes at LeT militants in Umalkura Mosque in Markaz Taiba in Muridke town (Sheikhupura, Punjab). Three persons were killed, two went missing and another was left injured (likely Muslim based on the targeted site). Indian officials claimed that more than 100 militants had been killed across nine strikes. Pakistan stated that 31 civilians had been killed in the strikes and subsequent cross border shelling. Fatalities coded as 31 based on the lowest estimate, of which 20 fatalities have been coded to specific events (1 fatality during cross-border shelling). 4 fatalities (3 confirmed and 1 split) coded to this event.",4,,1747163737
PAK152072,"07 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces","Unidentified Armed Group (Pakistan)",,"Political militia","Political militia-External/Other forces",,586,"South Asia",Pakistan,Punjab,Narowal,Shakargarh,Shakargarh,32.2636,75.1601,1,"Dawn (Pakistan); Indian Express",National-Regional,"On 7 May 2025, Indian forces launched drone and mortar shell attacks in Shakargarh sector (Narowal, Punjab), targeting the base of an unidentified armed group. Mortar shells and drone munitions fell in surrounding fields but failed to detonate. A government dispensary was partially damaged. There were no casualties.",0,,1747163737
PAK152085,"07 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces",,,,"External/Other forces only",,586,"South Asia",Pakistan,Punjab,Narowal,Shakargarh,Harra,32.1642,74.9675,1,"Dawn (Pakistan)",National,"On 7 May 2025, early hours, military forces of India conducted air-strikes or missile strikes at Harra town (Narowal district, Punjab). There were no casualties.",0,,1747163737
PAK152086,"07 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces",,,,"External/Other forces only",,586,"South Asia",Pakistan,Punjab,Narowal,Narowal,Narowal,32.1004,74.8608,2,"Dawn (Pakistan)",National,"On 7 May 2025, early hours, military forces of India conducted air-strikes or missile strikes at Sial village in Narowal district (Punjab). There were no casualties.",0,,1747163737
PAK152095,"07 May 2025",2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of India (2014-) Indian Air Force",,"External/Other forces","HM: Hizb-ul-Mujahideen","Civilians (Pakistan)","Rebel group","Rebel group-External/Other forces",,586,"South Asia",Pakistan,Punjab,Sialkot,Sialkot,"Mehmona Joya",32.6208,74.5131,1,"Dawn (Pakistan); Twitter","New media-National","On 7 May 2025, early hours, military forces of India conducted air-strikes or missile strikes at an HM camp in Mehmona Joya town (Sialkot, Punjab). Indian officials claimed that more than 100 militants had been killed across nine strikes. Pakistan stated that 31 civilians had been killed in the strikes and subsequent cross border shelling. Fatalities coded as 31 based on the lowest estimate, of which 20 fatalities have been coded to specific events (1 fatality during cross-border shelling). 1 fatality coded to this event.",1,,1747163737
